brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai,Hyundai Grand,3,21000,Dealer,Petrol,Manual,18.9,1197,81.86,5,5.8
Volkswagen,Volkswagen Polo,7,71377,Dealer,Diesel,Manual,22.07,1199,73.9,5,3.65
Honda,Honda City,2,21000,Dealer,Diesel,Manual,25.6,1498,97.9,5,10.5
Hyundai,Hyundai i20,1,5000,Individual,Petrol,Automatic,17.4,1197,81.86,5,7.3
Maruti,Maruti Alto,5,15000,Individual,Petrol,Manual,24.7,796,47.3,5,2.89
Toyota,Toyota Fortuner,6,60000,Individual,Diesel,Manual,13.0,2982,168.5,7,16.0
Maruti,Maruti Wagon R,6,37564,Dealer,Petrol,Manual,18.9,998,67.1,5,3.3
Maruti,Maruti Alto,6,50000,Individual,Petrol,Manual,22.74,796,47.3,5,2.5
Honda,Honda WR-V,4,34250,Dealer,Petrol,Manual,17.5,1199,88.7,5,8.25
Tata,Tata Tiago,5,29200,Individual,Diesel,Manual,27.28,1047,69.0,5,3.2
Honda,Honda City,4,44316,Dealer,Petrol,Manual,17.0,1497,118.0,5,7.4
Toyota,Toyota Innova,13,90000,Dealer,Diesel,Manual,12.8,2494,102.0,8,6.95
Hyundai,Hyundai i20,4,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.95
Maruti,Maruti Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,4.5
Maruti,Maruti Swift,5,55000,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.51
Maruti,Maruti Wagon R,6,30000,Individual,Petrol,Automatic,20.51,998,67.04,5,3.3
Ford,Ford Ecosport,2,15000,Dealer,Diesel,Manual,22.77,1498,98.59,5,8.75
Maruti,Maruti Alto,10,30000,Individual,Petrol,Manual,19.7,796,46.3,5,1.5
BMW,BMW 3,12,15000,Individual,Petrol,Automatic,12.05,1995,154.0,5,7.5
Toyota,Toyota Fortuner,11,115000,Dealer,Diesel,Manual,11.5,2982,171.0,7,7.75
Maruti,Maruti Wagon R,14,70000,Individual,Petrol,Manual,18.9,1061,67.0,5,0.8
Maruti,Maruti Ignis,4,8000,Individual,Petrol,Manual,20.89,1197,81.8,5,4.2
Honda,Honda Amaze,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,4.15
Maruti,Maruti Swift Dzire,4,33800,Individual,Diesel,Manual,28.4,1248,74.02,5,5.8
Maruti,Maruti Alto,6,38000,Dealer,Petrol,Manual,23.95,998,67.05,5,2.6
Renault,Renault KWID,5,40000,Individual,Petrol,Manual,23.01,999,67.0,5,2.55
Maruti,Maruti Wagon R,6,32000,Individual,Petrol,Manual,20.51,998,67.04,5,3.2
Hyundai,Hyundai i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,6.45
Porsche,Porsche Cayenne,8,120000,Individual,Diesel,Automatic,15.15,2967,240.0,5,50.0
Tata,Tata Tiago,5,35000,Individual,Petrol,Manual,23.84,1199,84.0,5,3.0
Maruti,Maruti Swift,9,40000,Individual,Petrol,Manual,18.6,1197,85.8,5,3.2
Maruti,Maruti Alto,6,36668,Dealer,Petrol,Manual,22.74,796,47.3,5,2.7
Tata,Tata Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,4.0
Maruti,Maruti Swift,8,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,3.6
Honda,Honda Amaze,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,4.5
Mahindra,Mahindra KUV,5,35000,Individual,Diesel,Manual,25.32,1198,77.0,6,7.0
Toyota,Toyota Fortuner,4,19000,Individual,Diesel,Manual,14.24,2755,174.5,7,29.5
Maruti,Maruti Swift Dzire,9,50000,Individual,Petrol,Manual,20.85,1197,83.14,5,4.0
Maruti,Maruti Swift,6,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,4.75
Renault,Renault Duster,6,25000,Individual,Petrol,Manual,13.24,1598,102.57,5,4.5
Maruti,Maruti Baleno,3,35000,Individual,Petrol,Manual,21.4,1197,83.1,5,5.4
Hyundai,Hyundai i20,6,80000,Individual,Petrol,Manual,18.6,1197,81.83,5,4.25
Maruti,Maruti Baleno,5,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,7.25
Maruti,Maruti Ignis,3,20000,Individual,Petrol,Manual,20.89,1197,81.8,5,5.2
Maruti,Maruti Swift Dzire,6,52000,Dealer,Diesel,Manual,26.59,1248,74.0,5,4.49
Maruti,Maruti Celerio,7,35000,Individual,Petrol,Manual,23.1,998,67.04,5,3.5
Hyundai,Hyundai Creta,4,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,8.5
Maruti,Maruti Alto,5,20000,Individual,Petrol,Manual,22.74,796,47.3,5,2.35
Maruti,Maruti Vitara,4,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,7.4
Hyundai,Hyundai Verna,7,35000,Individual,Petrol,Manual,17.01,1591,121.3,5,5.5
Ford,Ford Figo,6,61879,Dealer,Diesel,Manual,20.0,1399,68.05,5,4.5
Honda,Honda City,4,40000,Dealer,Petrol,Manual,17.8,1497,117.3,5,6.49
Datsun,Datsun GO,5,50000,Individual,Petrol,Manual,19.02,1198,67.05,7,3.1
Renault,Renault Duster,5,130000,Individual,Diesel,Manual,19.87,1461,83.8,5,5.95
Mahindra,Mahindra XUV500,8,55000,Individual,Diesel,Manual,15.1,2179,140.0,7,7.49
Hyundai,Hyundai Verna,3,110000,Individual,Diesel,Manual,22.0,1582,126.2,5,9.0
Hyundai,Hyundai i20,1,7120,Individual,Petrol,Manual,18.6,1197,81.86,5,6.9
Mahindra,Mahindra Bolero,3,33500,Individual,Diesel,Manual,15.96,2523,62.1,7,6.95
Maruti,Maruti Swift,2,12500,Individual,Petrol,Manual,21.21,1197,81.8,5,6.11
Renault,Renault Duster,6,38000,Dealer,Diesel,Manual,19.87,1461,83.8,5,6.85
Ford,Ford Ecosport,6,102693,Dealer,Diesel,Manual,23.0,1498,98.96,5,5.5
Maruti,Maruti Wagon R,13,84915,Dealer,LPG,Manual,17.3,1061,57.5,5,1.75
Maruti,Maruti Wagon R,5,32000,Dealer,Petrol,Manual,21.79,998,67.05,5,3.65
Maruti,Maruti Ignis,3,11000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,5.5
MG,MG Hector,1,1001,Dealer,Diesel,Manual,17.41,1956,167.68,5,20.0
Maruti,Maruti Alto,6,50000,Individual,Petrol,Manual,22.74,796,47.3,5,2.1
Toyota,Toyota Fortuner,8,189000,Individual,Diesel,Manual,13.0,2982,168.5,7,14.0
Hyundai,Hyundai i10,7,36976,Dealer,LPG,Manual,19.2,1086,68.05,5,2.59
Hyundai,Hyundai Verna,9,92570,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.5
Mahindra,Mahindra Scorpio,5,57000,Individual,Diesel,Manual,15.4,2179,120.0,7,8.9
Tata,Tata Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,17.0
Ford,Ford Ecosport,3,24000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,9.7
Hyundai,Hyundai i20,4,87000,Individual,Petrol,Manual,17.19,1197,81.86,5,6.5
Honda,Honda City,4,40000,Individual,Diesel,Manual,25.6,1498,97.9,5,9.9
Honda,Honda CR,8,55000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,8.9
Honda,Honda City,7,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,5.0
Mahindra,Mahindra XUV500,5,40000,Individual,Diesel,Manual,16.0,2179,140.0,7,11.5
Honda,Honda Amaze,2,35000,Dealer,Petrol,Manual,17.8,1198,86.7,5,5.95
BMW,BMW 3,11,63000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,7.5
Ford,Ford Freestyle,3,42000,Individual,Diesel,Manual,24.4,1498,98.63,5,6.5
Tata,Tata Tiago,4,9000,Individual,Petrol,Manual,23.84,1199,84.0,5,4.1
Maruti,Maruti Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,6.0
Hyundai,Hyundai i20,4,47000,Individual,Diesel,Manual,22.54,1396,88.73,5,6.0
Hyundai,Hyundai i20,4,65000,Individual,Diesel,Manual,21.19,1396,88.73,5,6.5
BMW,BMW X1,10,70000,Individual,Diesel,Automatic,17.05,1995,184.0,5,10.0
Hyundai,Hyundai Verna,8,41000,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.3
Toyota,Toyota Fortuner,4,29000,Dealer,Diesel,Manual,14.24,2755,174.5,7,25.5
Maruti,Maruti Swift Dzire,6,32900,Dealer,Petrol,Manual,20.85,1197,83.14,5,5.6
Datsun,Datsun RediGO,4,20260,Dealer,Petrol,Manual,22.5,999,67.0,5,2.45
Volkswagen,Volkswagen Polo,4,22815,Dealer,Petrol,Manual,16.47,1198,74.0,5,6.25
Volkswagen,Volkswagen Polo,8,123000,Individual,Petrol,Manual,16.47,1198,73.9,5,2.3
Hyundai,Hyundai i10,10,40258,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.3
Tata,Tata Tiago,2,16000,Individual,Petrol,Manual,23.84,1199,83.83,5,5.0
Mahindra,Mahindra XUV500,6,65000,Individual,Diesel,Manual,15.1,2179,140.0,7,7.5
Toyota,Toyota Innova,4,33000,Dealer,Diesel,Manual,13.68,2393,147.51,8,17.25
Datsun,Datsun GO,5,11650,Individual,Petrol,Manual,19.44,1198,67.0,7,4.5
Volkswagen,Volkswagen Vento,10,100000,Individual,Diesel,Manual,20.54,1598,103.6,5,3.1
Volvo,Volvo XC90,3,33000,Dealer,Diesel,Automatic,17.2,1969,235.0,7,54.99
Maruti,Maruti Swift,1,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,6.2
Toyota,Toyota Fortuner,10,87645,Dealer,Diesel,Manual,11.5,2982,171.0,7,10.5
Maruti,Maruti Swift,6,50000,Dealer,Diesel,Manual,25.2,1248,74.0,5,4.5
Hyundai,Hyundai Creta,6,64000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,6.95
Maruti,Maruti Swift Dzire,4,19000,Individual,Petrol,Manual,21.21,1197,81.8,5,6.5
Honda,Honda City,6,74995,Dealer,Petrol,Manual,17.4,1497,117.3,5,6.4
Mahindra,Mahindra Scorpio,6,65859,Dealer,Diesel,Manual,15.4,2179,120.0,7,9.75
Maruti,Maruti Wagon R,8,75000,Individual,Petrol,Manual,20.51,998,67.04,5,3.0
Hyundai,Hyundai Verna,11,50000,Dealer,Diesel,Automatic,16.2,1493,110.0,5,1.99
Ford,Ford Ecosport,6,55000,Dealer,Diesel,Manual,23.0,1498,98.96,5,4.5
Maruti,Maruti Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,5.5
Honda,Honda Jazz,4,20000,Individual,Petrol,Automatic,19.0,1199,88.7,5,6.25
Hyundai,Hyundai i20,4,48000,Dealer,Petrol,Manual,17.19,1197,81.86,5,5.65
Hyundai,Hyundai Grand,7,52117,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.8
Ford,Ford Figo,8,57617,Individual,Diesel,Manual,20.0,1399,68.1,5,2.0
Toyota,Toyota Fortuner,2,590000,Dealer,Diesel,Manual,14.24,2755,174.5,7,28.5
Hyundai,Hyundai Creta,5,21000,Individual,Diesel,Automatic,17.01,1582,126.2,5,11.0
Maruti,Maruti Wagon R,14,53000,Individual,Petrol,Manual,18.9,998,67.1,5,1.3
Toyota,Toyota Fortuner,3,70000,Individual,Diesel,Manual,14.24,2755,174.5,7,26.0
Ford,Ford Ecosport,6,36490,Dealer,Diesel,Manual,21.7,1498,98.96,5,5.25
Hyundai,Hyundai Grand,5,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,4.25
Maruti,Maruti Vitara,2,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,8.5
Maruti,Maruti Celerio,3,72000,Dealer,Petrol,Manual,21.63,998,67.04,5,4.7
Datsun,Datsun GO,5,58000,Dealer,Petrol,Manual,20.62,1198,67.0,7,2.85
Maruti,Maruti Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,3.8
Honda,Honda City,7,45000,Dealer,Petrol,Manual,17.8,1497,117.3,5,5.25
Mahindra,Mahindra Thar,3,20000,Individual,Diesel,Manual,16.55,2498,105.0,6,9.0
Hyundai,Hyundai i10,7,63000,Individual,Petrol,Manual,19.81,1086,68.05,5,2.5
Hyundai,Hyundai Creta,3,17000,Individual,Petrol,Manual,15.8,1591,121.3,5,13.5
Honda,Honda City,4,15000,Individual,Diesel,Manual,25.6,1498,97.9,5,10.45
Mahindra,Mahindra XUV500,9,135000,Individual,Diesel,Manual,15.1,2179,140.0,7,5.25
Maruti,Maruti Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,7.5
Maruti,Maruti Swift,7,75000,Dealer,Diesel,Manual,17.8,1248,75.0,5,4.7
Maruti,Maruti Swift Dzire,4,25000,Individual,Petrol,Manual,21.21,1197,81.8,5,6.5
Maruti,Maruti Swift Dzire,6,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,4.95
Honda,Honda WR-V,1,5000,Individual,Petrol,Manual,17.5,1199,88.7,5,9.24
Maruti,Maruti Alto,3,55000,Individual,Petrol,Manual,24.7,796,47.3,5,2.3
Mahindra,Mahindra XUV500,4,48900,Dealer,Diesel,Manual,16.0,2179,140.0,7,11.25
Maruti,Maruti Celerio,4,33000,Dealer,Petrol,Automatic,21.63,998,67.0,5,4.8
Maruti,Maruti Alto,6,60000,Individual,Petrol,Manual,23.95,998,67.05,5,2.4
Honda,Honda Amaze,6,80000,Individual,Petrol,Manual,18.0,1198,86.7,5,3.5
Ford,Ford Ecosport,6,45000,Dealer,Diesel,Manual,22.77,1498,98.59,5,5.95
Maruti,Maruti Baleno,4,36000,Dealer,Petrol,Manual,21.4,1197,83.1,5,5.75
Maruti,Maruti Wagon R,3,15000,Individual,Petrol,Manual,20.51,998,67.04,5,4.18
Datsun,Datsun RediGO,3,25000,Individual,Petrol,Manual,22.7,799,53.64,5,2.5
Hyundai,Hyundai Elantra,3,19000,Dealer,Diesel,Manual,22.7,1582,126.2,5,17.0
Hyundai,Hyundai Grand,5,23300,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.95
Mahindra,Mahindra XUV500,4,90000,Individual,Diesel,Automatic,16.0,2179,140.0,7,12.25
Hyundai,Hyundai i10,9,42000,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.29
Ford,Ford Endeavour,6,132000,Dealer,Diesel,Automatic,11.4,2953,153.86,7,23.0
Skoda,Skoda Superb,11,39256,Dealer,Petrol,Automatic,13.7,1798,157.75,5,3.69
Hyundai,Hyundai Verna,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,5.3
Hyundai,Hyundai Grand,6,45000,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.99
Hyundai,Hyundai i20,3,41000,Dealer,Petrol,Manual,17.19,1197,81.86,5,6.5
Maruti,Maruti Wagon R,6,28207,Dealer,Petrol,Manual,21.79,998,67.05,5,3.2
Maruti,Maruti Swift Dzire,9,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,4.1
Honda,Honda Amaze,2,7917,Individual,Petrol,Manual,18.6,1199,88.76,5,6.8
Maruti,Maruti Swift,3,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,5.52
Maruti,Maruti Wagon R,5,29836,Dealer,Petrol,Manual,20.51,998,67.04,5,4.25
Maruti,Maruti Eeco,1,5512,Dealer,Petrol,Manual,15.37,1196,73.0,5,4.65
Maruti,Maruti Vitara,4,26426,Individual,Diesel,Manual,24.3,1248,88.5,5,9.0
Hyundai,Hyundai Santro,2,20000,Individual,Petrol,Manual,20.3,1086,68.0,5,4.75
Tata,Tata Nexon,3,15000,Individual,Diesel,Manual,21.5,1497,108.5,5,8.5
Mahindra,Mahindra XUV500,1,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,18.0
Hyundai,Hyundai Grand,5,70000,Individual,Petrol,Manual,18.9,1197,82.0,5,4.1
Mahindra,Mahindra KUV100,3,15000,Individual,Petrol,Manual,18.15,1198,82.0,6,4.5
Maruti,Maruti Wagon R,11,80566,Dealer,Petrol,Manual,18.9,998,67.1,5,2.5
Maruti,Maruti Celerio,4,20500,Individual,Petrol,Manual,23.1,998,67.04,5,3.5
Ford,Ford Ecosport,5,59000,Dealer,Diesel,Manual,23.0,1498,98.96,5,6.1
Hyundai,Hyundai Verna,8,136700,Dealer,Diesel,Automatic,22.32,1582,126.32,5,3.5
Tata,Tata Safari,10,120000,Individual,Diesel,Manual,11.57,2179,138.1,7,4.0
Mahindra,Mahindra XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,8.0
Maruti,Maruti Swift,3,39001,Dealer,Petrol,Automatic,21.21,1197,81.8,5,6.25
Maruti,Maruti Baleno,2,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,7.0
Hyundai,Hyundai Creta,5,37895,Dealer,Diesel,Manual,21.38,1396,88.7,5,7.09
Maruti,Maruti Swift Dzire,4,56494,Dealer,Diesel,Manual,28.4,1248,74.02,5,8.5
Maruti,Maruti Swift Dzire,3,65000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.5
Mahindra,Mahindra Scorpio,4,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,10.0
Mercedes-Benz,Mercedes-Benz GLS,5,71000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,53.75
Tata,Tata Nexon,3,50000,Individual,Petrol,Manual,17.0,1198,108.5,5,7.5
Maruti,Maruti Baleno,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,6.1
Volkswagen,Volkswagen Vento,6,32500,Dealer,Diesel,Manual,20.34,1498,103.2,5,4.59
Maruti,Maruti Swift Dzire,5,50000,Individual,Petrol,Manual,20.85,1197,83.14,5,4.6
Hyundai,Hyundai i20,5,78000,Dealer,Diesel,Manual,21.9,1396,90.0,5,5.6
Honda,Honda WR-V,3,20637,Dealer,Diesel,Manual,25.5,1498,98.6,5,8.0
Maruti,Maruti Swift,5,68000,Dealer,Diesel,Manual,28.4,1248,74.0,5,5.8
Maruti,Maruti Alto,3,20000,Individual,Petrol,Manual,23.95,998,67.1,5,3.5
Toyota,Toyota Fortuner,3,60000,Individual,Diesel,Automatic,12.9,2755,174.5,7,30.0
Maruti,Maruti Wagon R,21,80000,Individual,Petrol,Manual,18.9,998,67.1,5,0.4
Hyundai,Hyundai Grand,5,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,4.3
Hyundai,Hyundai i20,4,5000,Individual,Petrol,Manual,18.6,1197,81.83,5,5.57
Toyota,Toyota Innova,11,280000,Individual,Diesel,Manual,12.8,2494,102.0,8,3.4
Maruti,Maruti Alto,2,5000,Individual,Petrol,Manual,24.7,796,47.3,5,3.0
Honda,Honda WR-V,3,11000,Dealer,Diesel,Manual,25.5,1498,98.6,5,8.25
Hyundai,Hyundai Grand,4,54264,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.7
Maruti,Maruti Alto,10,40256,Dealer,Petrol,Manual,19.7,796,46.3,5,1.38
Hyundai,Hyundai Grand,4,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,4.65
Honda,Honda City,4,61000,Dealer,Diesel,Manual,26.0,1498,98.6,5,8.7
Maruti,Maruti Ignis,3,43000,Individual,Petrol,Manual,20.89,1197,81.8,5,5.0
Maruti,Maruti Ignis,4,15000,Dealer,Petrol,Manual,20.89,1197,81.8,5,4.75
Hyundai,Hyundai i20,3,12500,Individual,Diesel,Manual,21.19,1396,88.76,5,7.8
Volkswagen,Volkswagen Vento,6,48000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,5.59
Hyundai,Hyundai i20,6,80000,Individual,Petrol,Manual,18.6,1197,81.83,5,5.2
Skoda,Skoda Rapid,8,71000,Dealer,Diesel,Manual,20.5,1598,103.5,5,2.7
Honda,Honda Amaze,8,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.5
Renault,Renault KWID,2,6378,Dealer,Petrol,Manual,23.01,999,67.0,5,3.99
Maruti,Maruti Wagon R,7,76000,Dealer,Petrol,Manual,21.79,998,67.05,5,3.25
Maruti,Maruti Swift Dzire,10,43125,Dealer,Petrol,Manual,20.85,1197,83.14,5,2.5
Ford,Ford Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70.0,5,2.0
Maruti,Maruti Swift,7,56085,Individual,Diesel,Manual,25.2,1248,74.0,5,3.5
Maruti,Maruti Vitara,4,71000,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.2
Maruti,Maruti Ertiga,6,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,5.8
Maruti,Maruti Swift Dzire,4,15000,Individual,Petrol,Automatic,18.5,1197,83.14,5,5.8
Maruti,Maruti Ciaz,3,19000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,9.5
Ford,Ford Figo,10,65000,Dealer,Diesel,Manual,20.0,1399,68.0,5,1.85
Audi,Audi A8,8,131473,Dealer,Diesel,Automatic,11.8,2967,246.7,5,29.0
Maruti,Maruti Alto,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5,1.3
Maruti,Maruti Ignis,1,10000,Individual,Petrol,Manual,20.89,1197,81.8,5,5.35
BMW,BMW X1,3,18000,Dealer,Diesel,Automatic,19.62,1998,192.0,5,33.5
Maruti,Maruti Celerio,7,100000,Individual,Petrol,Manual,23.1,998,67.04,5,3.4
Hyundai,Hyundai Grand,6,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.85
Maruti,Maruti Wagon R,4,24500,Dealer,Petrol,Manual,21.79,998,67.05,5,3.82
Toyota,Toyota Innova,15,99100,Dealer,Diesel,Manual,12.8,2494,102.0,8,3.99
Mahindra,Mahindra Bolero,6,69666,Dealer,Diesel,Manual,16.5,1493,70.0,7,6.25
Ford,Ford Endeavour,14,55200,Dealer,Diesel,Manual,13.1,2499,141.0,7,4.85
Mahindra,Mahindra Thar,2,29800,Dealer,Diesel,Manual,16.55,2498,105.0,6,7.95
Hyundai,Hyundai i10,10,20000,Individual,Petrol,Manual,20.36,1197,78.9,5,2.9
Mahindra,Mahindra Bolero,6,150000,Individual,Diesel,Manual,15.96,2523,63.0,9,6.5
Maruti,Maruti Vitara,5,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,6.42
Ford,Ford Ecosport,4,47665,Dealer,Diesel,Manual,22.77,1498,98.59,5,8.65
Honda,Honda Amaze,7,43000,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.45
Maruti,Maruti Alto,13,100000,Individual,Petrol,Manual,19.7,796,46.3,5,1.5
Toyota,Toyota Fortuner,8,30000,Dealer,Diesel,Manual,12.55,2982,168.5,7,14.5
Maruti,Maruti Swift Dzire,7,46001,Dealer,Diesel,Manual,19.3,1248,73.9,5,4.65
BMW,BMW 5,4,45000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,39.15
Maruti,Maruti Swift,3,50000,Individual,Petrol,Manual,22.0,1197,81.8,5,5.0
Hyundai,Hyundai i10,12,38564,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.4
Maruti,Maruti Swift Dzire,4,50948,Dealer,Diesel,Automatic,26.59,1248,74.0,5,6.8
Skoda,Skoda Rapid,5,68200,Dealer,Diesel,Automatic,21.66,1498,103.52,5,4.95
Renault,Renault KWID,5,42000,Dealer,Petrol,Manual,25.17,799,53.3,5,2.95
Hyundai,Hyundai Santro,10,38000,Dealer,Petrol,Manual,17.92,1086,62.1,5,1.29
Maruti,Maruti Wagon R,8,48000,Individual,Petrol,Manual,20.51,998,67.04,5,2.5
Maruti,Maruti Vitara,2,21400,Dealer,Diesel,Manual,24.3,1248,88.5,5,9.5
Maruti,Maruti Baleno,4,53701,Dealer,Diesel,Manual,27.39,1248,74.0,5,6.7
Maruti,Maruti Ciaz,3,2700,Individual,Petrol,Manual,20.73,1373,91.1,5,8.12
Renault,Renault KWID,4,28600,Individual,Petrol,Manual,25.17,799,53.3,5,2.35
Maruti,Maruti Swift,9,100000,Individual,Petrol,Manual,18.6,1197,85.8,5,3.8
Ford,Ford Figo,7,40000,Individual,Diesel,Manual,20.0,1399,68.05,5,2.0
BMW,BMW X5,6,95500,Dealer,Diesel,Automatic,15.3,2993,258.0,5,33.5
Renault,Renault KWID,4,24000,Individual,Petrol,Manual,23.01,999,67.0,5,3.3
Hyundai,Hyundai i10,11,57726,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.35
Ford,Ford Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,3.6
Toyota,Toyota Innova,11,150000,Dealer,Diesel,Manual,12.8,2494,102.0,7,8.8
Hyundai,Hyundai Verna,3,20000,Individual,Petrol,Manual,17.0,1591,121.3,5,9.9
Honda,Honda Jazz,4,69000,Dealer,Diesel,Manual,27.3,1498,98.6,5,6.75
Maruti,Maruti Alto,8,73000,Individual,Petrol,Manual,22.74,796,47.3,5,2.0
Maruti,Maruti Swift Dzire,7,101000,Individual,Petrol,Manual,17.5,1298,85.8,5,3.5
Mahindra,Mahindra Scorpio,10,15000,Individual,Diesel,Manual,15.4,2179,120.0,8,7.0
Ford,Ford Ecosport,3,30000,Dealer,Diesel,Manual,23.0,1498,98.96,5,9.5
Maruti,Maruti Alto,4,40000,Individual,Petrol,Manual,23.95,998,67.05,5,3.5
Honda,Honda Amaze,8,39500,Individual,Diesel,Manual,25.8,1498,98.6,5,3.2
Hyundai,Hyundai i20,8,70175,Dealer,Diesel,Manual,21.27,1396,88.76,5,3.95
Hyundai,Hyundai Verna,8,90000,Individual,Diesel,Manual,23.5,1396,88.7,5,3.0
Maruti,Maruti Swift Dzire,3,114000,Individual,Petrol,Manual,19.0,1197,85.8,5,5.0
Maruti,Maruti Wagon R,12,45641,Dealer,Petrol,Manual,18.9,998,67.1,5,1.9
Datsun,Datsun RediGO,4,22558,Dealer,Petrol,Manual,22.7,799,53.64,5,2.35
Ford,Ford Ecosport,5,51000,Dealer,Diesel,Manual,22.77,1498,98.59,5,5.76
Toyota,Toyota Fortuner,10,140782,Dealer,Diesel,Manual,11.5,2982,171.0,7,10.25
Maruti,Maruti Alto,19,54000,Dealer,Petrol,Manual,19.7,796,46.3,5,0.9
Hyundai,Hyundai i20,2,20000,Individual,Petrol,Manual,18.6,1197,81.86,5,6.21
Hyundai,Hyundai i20,5,30000,Individual,Petrol,Manual,17.19,1197,81.86,5,5.25
Toyota,Toyota Fortuner,9,75000,Dealer,Diesel,Manual,12.55,2982,168.5,7,12.9
Honda,Honda Amaze,2,10000,Individual,Petrol,Automatic,19.0,1199,88.76,5,6.75
Maruti,Maruti Ciaz,5,70000,Individual,Diesel,Manual,28.09,1248,88.5,5,6.5
Maruti,Maruti Ciaz,3,19000,Dealer,Diesel,Manual,26.82,1498,93.87,5,7.5
Maruti,Maruti Wagon R,5,50000,Individual,Petrol,Manual,20.51,998,67.04,5,3.5
Mahindra,Mahindra Scorpio,15,200000,Individual,Diesel,Manual,10.5,2179,120.0,8,2.5
Maruti,Maruti Baleno,5,51000,Dealer,Petrol,Manual,21.4,1197,83.1,5,5.15
Hyundai,Hyundai Elantra,3,40000,Individual,Petrol,Manual,14.59,1999,149.92,5,15.5
Mahindra,Mahindra Scorpio,4,56000,Individual,Diesel,Manual,15.4,2179,120.0,7,12.0
Hyundai,Hyundai Santro,10,50000,Individual,Petrol,Manual,17.92,1086,62.1,5,1.7
Maruti,Maruti Wagon R,7,41423,Dealer,Petrol,Manual,21.79,998,67.05,5,2.95
Mahindra,Mahindra Bolero,8,104000,Individual,Diesel,Manual,15.96,2523,62.1,7,4.5
Honda,Honda City,6,15000,Individual,Petrol,Manual,17.4,1497,117.3,5,10.0
Hyundai,Hyundai i20,4,54000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.5
